acteurs,annee,description,duree,genre,nombreDeSaisons,nombreEpisodes,paysOrigine,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Seo In-guk,Park So-Dam,Go Yoon Jung",Depuis 2023,"Il est sans emploi depuis toujours, son ex-petite amie est passée à autre chose, et il vient de perdre toutes ses économies à cause d’une arnaque au bitcoin. Accablé par les pressions sociétales, Choi Yi Jae décide de se suicider. Insulté par son attitude désinvolte envers la mort, Death le punit : il doit revivre la mort encore et encore à travers 13 autres vies. Mais s’il parvient à trouver un moyen de survivre à la mort imminente durant l'une de ces autres vies, il pourra la vivre jusqu'au bout. Sa vie a été un fiasco... qu’en sera-t-il de ces autres vies ?",60 min,"Fantastique,Drama",2 Saisons,8 Episodes, Corée du Sud,Ha Byung-hoon,"4,3",,Le Jeu de la Mort,Death's Game
"Paul-Mikel Williams,Darren Barnet,Sean Giambrone",Depuis 2024,"Darius Bowman, fan de dinosaures, visite la Colo du Crétacé. Les dinosaures parviennent à se libérer et à provoquer un chaos et une destruction indicibles.",24 min,"Action,Aventure,Animation,Science Fiction",2 Saisons,10 Episodes, U.S.A.,,"3,6",,Jurassic World : La théorie du chaos,Jurassic World: Chaos Theory
"Elliot Page,Elliot Page,Aidan Gallagher",Depuis 2019,"En 1989, le même jour, quarante-trois bébés sont inexplicablement nés de femmes qui n'étaient pas enceintes et que rien ne relie. Sir Reginald Hargreeves, un industriel milliardaire, adopte sept de ces enfants et crée The Umbrella Academy pour les préparer à sauver le monde. Mais tout ne se déroule pas comme prévu. Les enfants devenus adolescents, la famille se désagrège et l'équipe est dispersée. Les six membres toujours en vie, désormais trentenaires, se retrouvent à l'occasion de la mort de Hargreeves. Luther, Diego, Allison, Klaus, Vanya et Numéro Cinq travaillent ensemble pour résoudre le mystère qui entoure la mort de leur père. La famille désunie se sépare cependant de nouveau, incapable de gérer des personnalités et des pouvoirs trop différents, sans même parler de l'apocalypse qui menace...",60 min,"Action,Aventure,Fantastique",4 Saisons,36 Episodes, U.S.A.,Steve Blackman,"3,3","4,0",Umbrella Academy,The Umbrella Academy
"Kristen Bell,Tom Riley,Michael Ealy",2022,"Pour Anna, qui a le cœur brisé, les jours se suivent et se ressemblent. Elle s'assoit avec un verre de vin, regarde par la fenêtre et voit la vie se dérouler sans elle. Mais quand un charmant voisin s'installe de l'autre côté de la rue avec sa fille, Anna commence à voir le bout du tunnel. Jusqu'au jour où elle est témoin d'un meurtre horrible... ou pas ?",30 min,"Comédie,Judiciaire,Thriller",1 Saison,8 Episodes, U.S.A.,"Rachel Ramras,Hugh Davidson,Larry Dorf","3,2","3,1",La Femme qui habitait en face de la fille à la fenêtre,The Woman in the House Across the Street from the Girl in the Window
"Elizabeth Gillies,Elizabeth Gillies,Daniella Alonso",2017 - 2022,"Un reboot moderne et diversifié du soap classique des années 80, qui suit deux des familles les plus riches des Etats-Unis, les Carringtons et les Colbys, qui se battent pour le contrôle de leur richesse et leur famille.",42 min,Drame,5 Saisons,108 Episodes, U.S.A.,"Josh Schwartz,Stephanie Savage","2,8","4,0",Dynastie (2017),Dynasty (2017)
"Toni Collette,Bella Heathcote,Jessica Barden",Depuis 2022,"Dans une petite ville tranquille de Géorgie, un acte de violence fortuit déclenche une suite d'événements inattendus pour Andy Oliver et sa mère Laura. Déterminée à trouver des réponses à ses questions, la jeune femme se lance dans un dangereux voyage à travers les États-Unis, qui va la conduire au cœur des secrets les plus sombres de sa famille.",60 min,Thriller,1 Saison,8 Episodes," U.S.A., Australie",Charlotte Stoudt,"2,5","3,1",Son vrai visage,Pieces of Her
"Marc Ruchmann,Emilie de Preissac,Agnès Delachair",2018,"Eté 2017 : Valmoline : Six habitants. Treize invités se retrouvent dans ce paisible hameau du fin fond des Hautes-Alpes. A peine ont-ils passé le pont, qu’un énorme rocher s'effondre et bloque le passage, écrasant un homme ligoté en contrebas. Le village isolé, le massacre peut commencer...",52 min,"Drame,Thriller",1 Saison,6 Episodes, France,,"1,3","3,4",Le Chalet,
"Amanda Seyfried,Naveen Andrews,Utkarsh Ambudkar",2022,"L'ascension et la chute de la plus jeune milliardaire autoproclamée du monde, Elizabeth Holmes.",60 min,"Biopic,Drame",1 Saison,8 Episodes, U.S.A.,Elizabeth Meriwether,"4,0","3,9",The Dropout,
"Maitreyi Ramakrishnan,Richa Moorjani,Jaren Lewison",2020 - 2023,"Après une année traumatisante, une ado indo-américaine intello transparente décide de devenir hyper populaire. Mais rien, ni personne, ne lui facilite la tâche.",30 min,Comédie,4 Saisons,40 Episodes, U.S.A.,"Mindy Kaling,Lang Fisher","3,7","3,8",Mes Premières Fois,Never Have I Ever
"Zackary Arthur,Bjorgvin Arnarson,Alyvia Alyn Lind",Depuis 2021,"Lorsqu'une vieille poupée Chucky fait son apparition dans un vide-greniers de quartier, une paisible petite ville américaine se retrouve plongée en plein chaos, et une série de terribles meurtres commence à dévoiler les secrets des habitants.",42 min,Epouvante-horreur,3 Saisons,24 Episodes, U.S.A.,Don Mancini,"3,6",,Chucky,
"Lara Cox,Rel Hunt,Callan Mulvey",1994 - 1999,"Le lycée d'Hartley en Australie regroupe des étudiants de toutes origines raciales et ethniques, ce qui donne lieu à des problèmes et disputes en permanence.",42 min,Drame,7 Saisons,250 Episodes, Australie,Ben Gannon,"2,5",,"Hartley, coeurs à vif",Heartbreak High
"Pedro Pascal,Damián Alcázar,Francisco Denis",2015 - 2018,"Loin d’un simple biopic de Pablo Escobar, Narcos retrace la lutte acharnée des États-Unis et de la Colombie contre le cartel de la drogue de Medellín, l’organisation la plus lucrative et impitoyable de l’histoire criminelle moderne. En multipliant les points de vue — policier, politique, judiciaire et personnel — la série dépeint l’essor du trafic de cocaïne et le bras de fer sanglant engagé avec les narcotrafiquants qui contrôlent le marché avec violence et ingéniosité., ",52 min,"Biopic,Policier,Drame,Thriller",3 Saisons,30 Episodes, U.S.A.,"Carlo Bernard,Chris Brancato,Doug Miro","4,1","4,4",Narcos,
"Kaley Cuoco,Michiel Huisman,Zosia Mamet",2020 - 2022,"Hôtesse de l'air, Cassandra se réveille un matin avec la gueule de bois dans une chambre d'hôtel à Bangkok, un corps mort à côté du sien. De peur d'être accusée de meurtre, elle n'appelle pas la police et tente de continuer sa vie comme si de rien n'était...",52 min,"Comédie,Thriller",2 Saisons,16 Episodes, U.S.A.,Steve Yockey,"3,8","3,6",The Flight Attendant,
,Depuis 2017,"Boruto est le fils de Naruto Uzumaki, le septième Hokage du village de Konoha, et célèbre ninja. Ayant toujours vécu dans l'ombre de son père, le garçon est décidé à le surpasser. Mais son entrée à l'académie des ninjas de Konoha va lui apprendre que devenir le meilleur ninja est plus difficile qu'il ne l'aurait cru.",23 min,"Aventure,Animation,Arts Martiaux",11 Saisons,292 Episodes, Japon,,"3,4",,Boruto: Naruto Next Generations,
"Manolo Cardona,Ginés García Millán,Carolina Miranda",2021 - 2022,"Après 18 ans de prison, Álex se venge de la famille Lazcano qui l'a accusé à tort du meurtre de sa sœur Sara pour sauver sa réputation.",40 min,"Policier,Drame,Thriller",3 Saisons,25 Episodes, Mexique,José Ignacio Valenzuela,"3,2",,Qui a tué Sara ?,¿Quién Mató a Sara?
"Lennie James,Lennie James,Alycia Debnam-Carey",2015 - 2023,"Madison est conseillère d’orientation dans un lycée de Los Angeles. Depuis la mort de son mari, elle élève seule ses deux enfants : Alicia, excellente élève qui découvre les premiers émois amoureux, et son grand frère Nick qui a quitté la fac et cumule les problèmes. Ils n’acceptent pas vraiment le nouveau compagnon de leur mère, Travis, professeur dans le même lycée et père divorcé d’un jeune adolescent. Autour de cette famille recomposée qui a du mal à recoller les morceaux, d’étranges comportements font leur apparition…",44 min,"Drame,Epouvante-horreur,Thriller",8 Saisons,113 Episodes, U.S.A.,"Dave Erickson,Robert Kirkman","3,9","3,6",Fear The Walking Dead,
"Daveed Diggs,Mickey Sumner,Mickey Sumner",2020 - 1970,"Sept ans après que le monde soit devenu une vaste étendue glacée, les survivants ont trouvé refuge dans un train en perpétuel mouvement. Composé de 1001 wagons, l'engin fait le tour du globe à toute vitesse. A bord, la guerre des classes, l’injustice sociale et la politique interne sèment le trouble.",60 min,"Drame,Science Fiction,Thriller",4 Saisons,40 Episodes, U.S.A.,"Josh Friedman,Graeme Manson","2,3","3,5",Snowpiercer,
"Laurence Fishburne,Ed O'Neill,Jacki Weaver",Depuis 2024,"Les coulisses de l'équipe des Clippers de Los Angeles sous la direction Doc Rivers, qui s'efforce de remporter un championnat, pendant la chute imminente du propriétaire de l'équipe, Donald Sterling, dont le comportement raciste est mis en lumière par la lutte de pouvoir entre sa femme depuis plus de 60 ans, Shelly Sterling, et sa maîtresse, V. Stiviano.",60 min,"Documentaire,Drame",1 Saison,6 Episodes, U.S.A.,Gina Welch,"3,2",,Clipped,
"Nikki Rodriguez,Noah LaLonde,Ashby Gentry",Depuis 2023,"Après avoir perdu sa famille dans un accident, Jackie Howard, 15 ans, une jeune fille de Manhattan, doit s'adapter à une nouvelle vie dans le Colorado avec son tuteur - et 10 garçons très turbulents.",50 min,"Comédie,Drame,Romance",2 Saisons,10 Episodes, U.S.A.,Melanie Halsall,"3,8","3,7",Ma vie avec les Walter Boys,My Life With the Walter Boys
"Jonathan Cohen,Ana Girardot,Géraldine Nakache",2020,"Après avoir ouvert son coeur à 13 prétendantes dans une somptueuse villa, Marc, pilote de ligne, se lance dans une nouvelle aventure, aux côtés des aventuriers de Chupacabra. Les 15 autres candidats et lui vont devoir s’affronter et survivre sur une île déserte. Épreuves physiques, manipulations mentales et trahisons émotionnelles seront les ingrédients de ce cocktail tropical.",26 min,Comédie,1 Saison,18 Episodes, France,"Jonathan Cohen,Jérémie Galan,Florent Bernard","3,2","3,6",La Flamme,
"Luke Kirby,Tiana Okoye,Lorenza Izzo",Depuis 2022,"Depuis le meurtre de Vida, son épouse, l'excentrique Bell Prescott est resté enfermé dans sa propriété privée en Floride pendant cinq longues années, en compagnie de sa mère. Agoraphobe et sans expérience, ce curieux détective se retrouve à enquêter sur une affaire de meurtre avec Cammie Lorde, une agent de la circulation qui n'a pas froid aux yeux.",60 min,"Comédie,Drame",1 Saison,8 Episodes, U.S.A.,"Carla Kettner,Nicholas Stoller","3,2",,Florida Murders,Panhandle
"Gabriel Basso,Luciane Buchanan,Hong Chau",Depuis 2023,"L'agent du FBI, Peter Sutherland, se retrouve impliqué dans une vaste conspiration. Pour sauver la nation, Peter se lance dans une chasse à l'homme afin d'arrêter une taupe russe qui évolue dans les plus hautes sphères du gouvernement américain.",50 min,"Drame,Espionnage,Thriller",2 Saisons,20 Episodes, U.S.A.,Shawn Ryan,"3,2","4,0",The Night Agent,
"Jacob Anderson,Sam Reid,Assad Zaman",Depuis 2022,"Un jeune journaliste, Malloy, s'entretient dans une chambre avec un homme élégant, à l'allure aristocratique et au visage blafard, Louis, qui lui fait de bien étranges confidences. Malloy, subjugué par la séduction de son interlocuteur lui demande, à l'aube, de le faire pénétrer dans son monde, celui des vampires.",60 min,"Drame,Fantastique",2 Saisons,15 Episodes, U.S.A.,Rolin Jones,"4,0","3,1",Entretien avec un vampire,Interview with the Vampire
"Antoine Schoumsky,Gérémy Crédeville,Alizée Laffitau",Depuis 2024,"Sur une île maudite, rongée par une étrange peste appelée le Mal-Être, un roi fait développer un remède par ses alchimistes afin de sauver son peuple de la maladie… mais le remède transforme les habitants du royaume en monstres ! Il décide alors de créer une armée en utilisant ce fameux remède, mais très vite la situation devient incontrôlable… Une prophétie révèle l’avènement d’un héros immortel à la tête enflammée, qui ramènera la paix en tuant le Roi Démon, responsable de ce chaos. En vérité, trouver le remède au Mal-Être - il s’en tape. Ramener la paix ? Il veut surtout qu’on la lui foute !",7 min,"Aventure,Animation,Fantastique",1 Saison,10 Episodes, France,,,,Dead Cells : Immortalis,
"Frederick Lau,Christoph Krutzler,Kida Khodr Ramadan",Depuis 2024,"Une pièce de monnaie inestimable suscite des conflits entre gangs rivaux, forçant un perceur de coffres-forts à la retraite et un truand de bas étage à se lancer dans un dernier casse.",55 min,"Drame,Thriller",1 Saison,8 Episodes, Allemagne,"Marvin Kren,Benjamin Hessler,Georg Lippert","3,7",,Crooks,
"Song Kang,Song Kang,Jin-wook Lee",Depuis 2020,"Alors que de féroces monstres sèment la terreur et menacent l'humanité, un ado en proie à des démons intérieurs devient la meilleure chance de survie de ses voisins.",60 min,"Fantastique,Epouvante-horreur,Thriller",3 Saisons,18 Episodes, Corée du Sud,,"3,7",,Sweet Home,
"Ralph Macchio,Ralph Macchio,William Zabka",Depuis 2018,"Une suite de ""Karaté Kid"" se déroulant de nos jours, plus de trois décennies après les événements du film. Johnny, qui cherche la rédemption, rouvre le dojo Cobra Kai et relance sa rivalité avec Daniel. Les deux hommes vont être confrontés aux démons du passé et aux frustrations du présent.",27 min,"Action,Drame,Arts Martiaux",6 Saisons,65 Episodes, U.S.A.,"Josh Heald,Jon Hurwitz","3,8","4,3",Cobra Kai,
"Dominic West,Romola Garai,Ben Whishaw",2011 - 2012,"En 1956, à Londres, dans les coulisses de The Hour, un nouveau programme télévisé sur l'actualité politique, économique et sociale, véritable pionnier de l'information télévisée.",52 min,Drame,2 Saisons,12 Episodes, Grande-Bretagne,Abi Morgan,"4,1",,The Hour (2011),
"Zoe Saldana,Laysla De Oliveira,Dave Annable",Depuis 2023,"Cruz Manuelos, une jeune Marine un peu brutale mais passionnée, a été recrutée pour rejoindre la mission Lioness afin d'aider à démanteler une organisation terroriste. Joe, la cheffe de station du programme Lioness, est chargée de former, de gérer et de diriger ces agents féminins infiltrés.",60 min,"Drame,Espionnage,Thriller",2 Saisons,8 Episodes, U.S.A.,Taylor Sheridan,"3,2","3,9",Opérations Spéciales : Lioness,Special Ops: Lioness
"Djebril Zonga,Kahina Carina,Paul Hamy",Depuis 2023,"La vie d'une journaliste sombre dans le chaos lorsqu'elle aide son frère à échapper à la police, mettant sa famille dans la ligne de mire d'un baron de la drogue.",35 min,"Policier,Drame,Thriller",1 Saison,8 Episodes, France,"Nawell Madani,Simon Jablonka","3,3","2,5",Jusqu'ici tout va bien,
